startup_id,industry,sub_industry,target_audience,customer_type,problem_solved,technology_used,business_model,revenue_model,market_size_category,market_growth_category,competition_level,founded_year,founded_country,geographic_market,total_funding_usd__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,funding_rounds__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,employee_count__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,startup_stage__HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION,success_label,success_indicator,leakage_warning
LL-041699,SaaS,Consulting|Information Services|Information Technology|SaaS,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,3449999.0,4.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041720,Media & Entertainment,Digital Media|Entertainment Industry|Mobile|Music,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041736,SaaS,Curated Web,,,,,,,Unknown,Unknown,High (dataset-derived),2000.0,United States,United States,2000000.0,1.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041778,MarTech,Advertising,,,,,,,Unknown,Unknown,High (dataset-derived),1998.0,United Kingdom,United Kingdom,,2.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041784,Media & Entertainment,Cloud Infrastructure|Digital Media|Media,,,,,,,Unknown,Unknown,High (dataset-derived),2006.0,United States,United States,7975241.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041789,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,Medium (dataset-derived),2010.0,Belgium,Belgium,8616975.44161999,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041802,Media & Entertainment,Media,,,,,,,Unknown,Unknown,Medium (dataset-derived),2015.0,France,France,89890.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041804,HealthTech,Big Data|Consumer Electronics|Hardware + Software|Medical|Mobile,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,8850000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041826,E-commerce,E-Commerce|Social Commerce,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,1250000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041844,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United Kingdom,United Kingdom,227287.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041855,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),1988.0,United States,United States,7500000.0,1.0,,Public (post-IPO),1.0,IPO,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041868,Other / Unspecified,,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041895,Media & Entertainment,Artificial Intelligence|Curated Web|Interest Graph|Location Based Services|Mobile Social|Reviews and Recommendations|Semantic Web|Social Media|Social Network Media,,,,,,,Unknown,Unknown,Low (dataset-derived),,Cayman Islands,Cayman Islands,,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041914,CleanTech,Clean Technology,,,,,,,Unknown,Unknown,Medium (dataset-derived),,Germany,Germany,13623000.0,1.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041932,SaaS,Software,,,,,,,Unknown,Unknown,Unknown,1995.0,,,4020000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041934,PropTech,Property Management|Real Estate Investors|Services,,,,,,,Unknown,Unknown,High (dataset-derived),1984.0,United States,United States,1300000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041935,Other / Unspecified,Apps|Mobile|Sports,,,,,,,Unknown,Unknown,Unknown,2015.0,,,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041954,Other / Unspecified,Messaging,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,11996519.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041976,SaaS,Enterprise Software,,,,,,,Unknown,Unknown,High (dataset-derived),2002.0,United States,United States,21170000.0,4.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-041991,MarTech,Advertising|Classifieds|Marketplaces,,,,,,,Unknown,Unknown,Unknown,2012.0,,,3100000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042012,SaaS,Search|Social Commerce|Social CRM|Software,,,,,,,Unknown,Unknown,Low (dataset-derived),2012.0,Thailand,Thailand,529000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042021,HealthTech,Health Care|Mobile|Technology,,,,,,,Unknown,Unknown,High (dataset-derived),2014.0,United States,United States,24400000.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042033,FinTech,Apps|Financial Services|Services,,,,,,,Unknown,Unknown,Unknown,,,,1400000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042065,HealthTech,Biotechnology|Health Care,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,87700000.0,4.0,,Public (post-IPO),1.0,IPO,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042072,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,United States,United States,2500000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042079,HealthTech,Health Care,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,United States,United States,29128000.0,5.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042091,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,Medium (dataset-derived),2000.0,Netherlands,Netherlands,11.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042097,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,38300000.0,2.0,,Public (post-IPO),1.0,IPO,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042099,MarTech,Advertising|Analytics|Business Intelligence|Sales and Marketing,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,1000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042123,Media & Entertainment,Content|Curated Web,,,,,,,Unknown,Unknown,Medium (dataset-derived),2012.0,Russia,Russia,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042165,FinTech,Finance|Legal,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,118000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042178,Media & Entertainment,Augmented Reality|Mobile Games|Virtual Worlds,,,,,,,Unknown,Unknown,High (dataset-derived),2014.0,United States,United States,250000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042192,Media & Entertainment,Android|Enterprise Software|Mobile|Social Games,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,China,China,26000000.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042196,MarTech,B2B|Digital Media|E-Commerce|E-Commerce Platforms|Internet Marketing|Local Commerce|Marketing Automation|Marketplaces|Mobile Commerce|Social Commerce,,,,,,,Unknown,Unknown,Low (dataset-derived),2014.0,United Arab Emirates,United Arab Emirates,2000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042202,MarTech,Advertising|Advertising Platforms|Displays,,,,,,,Unknown,Unknown,High (dataset-derived),2008.0,United States,United States,9474999.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042251,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),1990.0,United States,United States,15000000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042253,HealthTech,Health Care|Manufacturing|Printing|Specialty Foods,,,,,,,Unknown,Unknown,High (dataset-derived),1994.0,United Kingdom,United Kingdom,167400000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042272,Other / Unspecified,Internet|Loyalty Programs,,,,,,,Unknown,Unknown,Low (dataset-derived),2013.0,Turkey,Turkey,700000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042282,Other / Unspecified,,,,,,,,Unknown,Unknown,Medium (dataset-derived),,Australia,Australia,,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042283,DeepTech,Hardware + Software,,,,,,,Unknown,Unknown,Medium (dataset-derived),2005.0,United Kingdom,United Kingdom,1010000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042289,HealthTech,Biotechnology,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,500000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042295,TravelTech,E-Commerce|Parking|Travel & Tourism,,,,,,,Unknown,Unknown,Medium (dataset-derived),2012.0,Spain,Spain,855007.780570803,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042297,DeepTech,Hardware + Software,,,,,,,Unknown,Unknown,High (dataset-derived),2003.0,United States,United States,475926.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042330,Media & Entertainment,Mobile|Parking|Social Network Media,,,,,,,Unknown,Unknown,Unknown,,,,16691.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042341,Mobility,Navigation|Public Transportation|Transportation,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,4725000.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042375,MarTech,Advertising|E-Commerce|Gambling|Internet Marketing|Loyalty Programs|Social Commerce|Social Media Marketing,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042378,Media & Entertainment,Fashion|Online Shopping|Social Media,,,,,,,Unknown,Unknown,High (dataset-derived),2014.0,Canada,Canada,1200000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042409,Mobility,Automotive|Manufacturing|Recycling,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,30000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042412,Other / Unspecified,Events|Kids|Personalization,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042444,Logistics,Manufacturing|Supply Chain Management,,,,,,,Unknown,Unknown,Medium (dataset-derived),2002.0,United States,United States,56049556.0,5.0,,Growth stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042465,Media & Entertainment,Mobile|Social Network Media,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,74800000.0,5.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042473,EdTech,EdTech|Education|Web Development,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,11700000.0,4.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042533,HealthTech,Medical,,,,,,,Unknown,Unknown,High (dataset-derived),2013.0,United States,United States,1000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042537,Other / Unspecified,,,,,,,,Unknown,Unknown,High (dataset-derived),2003.0,United States,United States,,1.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042573,E-commerce,E-Commerce,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,7000000.0,2.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042598,FinTech,Financial Services,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,250000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042605,FinTech,Curated Web|Payments,,,,,,,Unknown,Unknown,Low (dataset-derived),2000.0,Norway,Norway,9000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042633,HealthTech,Health Care Information Technology,,,,,,,Unknown,Unknown,High (dataset-derived),2010.0,United States,United States,2101212.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042638,FinTech,Health Care|Information Technology|Payments|Services|Software,,,,,,,Unknown,Unknown,High (dataset-derived),1985.0,United States,United States,3000000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042654,E-commerce,Developer APIs|E-Commerce|Facebook Applications|Services,,,,,,,Unknown,Unknown,High (dataset-derived),2009.0,United States,United States,7750000.0,3.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042658,FinTech,CRM|Customer Service|E-Commerce|Gift Card|Loyalty Programs|Payments|Services|Virtual Currency,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042659,FinTech,Business Development|Electronics|Finance,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042672,DeepTech,Hardware + Software,,,,,,,Unknown,Unknown,Low (dataset-derived),1996.0,Ireland,Ireland,77000000.0,3.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042683,Mobility,Automotive|Big Data|Email|Software,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,776498.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042700,HealthTech,Healthcare Services|Medical|Pharmaceuticals,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,200000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042716,Other / Unspecified,,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042741,SaaS,Software,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,5280000.0,1.0,,Closed,0.0,Failed / Closed,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042755,E-commerce,E-Commerce|Image Recognition|Mobile,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042790,EdTech,Big Data|Education|Publishing,,,,,,,Unknown,Unknown,High (dataset-derived),2012.0,United States,United States,950000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042792,Media & Entertainment,Business Services|Market Research|Media,,,,,,,Unknown,Unknown,High (dataset-derived),,United States,United States,500000.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042832,FinTech,Analytics|Banking|Big Data|Finance|FinTech|Software|Technology|Visualization,,,,,,,Unknown,Unknown,High (dataset-derived),2011.0,United States,United States,481156.0,2.0,,Early stage (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042871,Other / Unspecified,Technology,,,,,,,Unknown,Unknown,Low (dataset-derived),2013.0,Latvia,Latvia,62046.0,1.0,,Seed (inferred),,Active / Ongoing,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
LL-042874,AI / Machine Learning,Analytics|Big Data|Business Intelligence|Data Integration|Data Visualization|Open Source|Predictive Analytics,,,,,,,Unknown,Unknown,High (dataset-derived),2004.0,United States,United States,71995394.0,5.0,,Acquired,1.0,Acquired,"Columns suffixed HISTORICAL_NOT_FOR_POINT_IN_TIME_PREDICTION reflect the company's CURRENT/LATEST known state, not its state at founding - do not use as predictive input features for a point-in-time model; see Data_Dictionary."
