market_id,industry,sub_industry,country,region,target_audience,market_size,market_size_category,growth_rate,growth_rate_category,demand_level,market_trend,year,sample_startup_count,sample_total_funding_usd,source,source_url,last_verified_date
MKT-00395,Logistics,Unknown,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,30,446036401.300529,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00396,Logistics,Unknown,Ireland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,3658526.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00397,Logistics,Unknown,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,6,2224054.3345737997,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00398,Logistics,Unknown,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,641713.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00399,Logistics,Unknown,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,47300.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00400,Logistics,Unknown,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,102160000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00401,Logistics,Unknown,Singapore,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,11,101838556.24238509,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00402,Logistics,Unknown,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,9,28113239.430680558,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00403,Logistics,Unknown,United Kingdom,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,28,156530064.35859552,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00404,Logistics,Unknown,United States,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,180,3032966705.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00405,MarTech,Unknown,Argentina,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,29,12023141.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00406,MarTech,Unknown,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,39,115697239.9777044,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00407,MarTech,Unknown,Austria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,8,37465809.61819979,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00408,MarTech,Unknown,Bangladesh,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,151300.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00409,MarTech,Unknown,Belgium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,13,15013071.57651678,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00410,MarTech,Unknown,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,40,48152744.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00411,MarTech,Unknown,Bulgaria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,5,699044.827148951,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00412,MarTech,Unknown,Canada,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,130,904872659.0346096,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00413,MarTech,Unknown,Chile,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,19,10692136.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00414,MarTech,Unknown,China,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,74,1422103403.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00415,MarTech,Unknown,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,7,11523105.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00416,MarTech,Unknown,Croatia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,1446873.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00417,MarTech,Unknown,Czech Republic,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,7,35839433.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00418,MarTech,Unknown,Denmark,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,15,33930759.27662243,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00419,MarTech,Unknown,Estonia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,5,349326.1178757269,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00420,MarTech,Unknown,Finland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,20,210702010.1231072,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00421,MarTech,Unknown,France,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,83,592066128.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00422,MarTech,Unknown,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,86,361091277.88086855,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00423,MarTech,Unknown,Greece,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,8877879.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00424,MarTech,Unknown,Hong Kong,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,12,89466400.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00425,MarTech,Unknown,Hungary,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,2606011.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00426,MarTech,Unknown,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,76,428176149.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00427,MarTech,Unknown,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,7,6012500.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00428,MarTech,Unknown,Ireland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,32,105994491.62358682,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00429,MarTech,Unknown,Israel,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,75,713828653.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00430,MarTech,Unknown,Italy,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,30,92594616.03896013,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00431,MarTech,Unknown,Japan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,20,111670342.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00432,MarTech,Unknown,Lithuania,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,5,1857652.3214501443,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00433,MarTech,Unknown,Luxembourg,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,9220000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00434,MarTech,Unknown,Malaysia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,7,7720954.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00435,MarTech,Unknown,Mexico,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,10,97888970.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00436,MarTech,Unknown,Netherlands,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,29,64755778.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00437,MarTech,Unknown,New Zealand,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,5,5096500.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00438,MarTech,Unknown,Norway,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,8,20824657.5795426,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00439,MarTech,Unknown,Pakistan,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,125000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00440,MarTech,Unknown,Philippines,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,7205000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00441,MarTech,Unknown,Poland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,20,12288787.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00442,MarTech,Unknown,Portugal,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,6,1548011.4099476459,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00443,MarTech,Unknown,Russia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,42,1417273646.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00444,MarTech,Unknown,Singapore,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,43,241735543.7804878,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00445,MarTech,Unknown,South Africa,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,33700000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00446,MarTech,Unknown,South Korea,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,20,54989577.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00447,MarTech,Unknown,Spain,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,62,848945275.613254,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00448,MarTech,Unknown,Sweden,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,23,63929429.54289606,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00449,MarTech,Unknown,Switzerland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,11,17268056.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00450,MarTech,Unknown,Thailand,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,4560000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00451,MarTech,Unknown,Turkey,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,14,6327014.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00452,MarTech,Unknown,Ukraine,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,5,7896000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00453,MarTech,Unknown,United Arab Emirates,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,8,42472000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00454,MarTech,Unknown,United Kingdom,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,271,1166704504.7126021,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00455,MarTech,Unknown,United States,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,2414,36581810002.04905,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00456,Media & Entertainment,Unknown,Argentina,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,33,121502214.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00457,Media & Entertainment,Unknown,Australia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,45,50298534.363655016,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00458,Media & Entertainment,Unknown,Austria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,19,21549304.03670139,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00459,Media & Entertainment,Unknown,Belgium,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,21,45511496.75486333,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00460,Media & Entertainment,Unknown,Brazil,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,51,28465126.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00461,Media & Entertainment,Unknown,Bulgaria,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,17,1957554.175341835,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00462,Media & Entertainment,Unknown,Canada,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,210,1320369324.6008115,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00463,Media & Entertainment,Unknown,Chile,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,42,7791981.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00464,Media & Entertainment,Unknown,China,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,212,6438777127.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00465,Media & Entertainment,Unknown,Colombia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,8,4036893.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00466,Media & Entertainment,Unknown,Costa Rica,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,922000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00467,Media & Entertainment,Unknown,Cyprus,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,3377900.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00468,Media & Entertainment,Unknown,Czech Republic,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,14,44935979.54666767,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00469,Media & Entertainment,Unknown,Denmark,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,27,68846503.54666767,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00470,Media & Entertainment,Unknown,Egypt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,211000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00471,Media & Entertainment,Unknown,Estonia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,16,3145904.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00472,Media & Entertainment,Unknown,Finland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,48,324681687.72380567,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00473,Media & Entertainment,Unknown,France,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,136,1270325154.1037364,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00474,Media & Entertainment,Unknown,Germany,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,93,723812608.8072691,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00475,Media & Entertainment,Unknown,Ghana,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,3,125000.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00476,Media & Entertainment,Unknown,Greece,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,4,1607769.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00477,Media & Entertainment,Unknown,Hong Kong,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,43,1000013006.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00478,Media & Entertainment,Unknown,Hungary,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,7,1027910.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00479,Media & Entertainment,Unknown,Iceland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,7,84038823.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00480,Media & Entertainment,Unknown,India,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,114,611095644.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00481,Media & Entertainment,Unknown,Indonesia,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,12,32152700.0,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
MKT-00482,Media & Entertainment,Unknown,Ireland,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,2026,57,69529092.50437805,Derived from LaunchLens cleaned pool (descriptive count of startups in this dataset only - NOT an external market-size estimate),"N/A - internal aggregate, see Sources sheet for underlying Kaggle datasets",2026-08-13
