startup_id,startup_name,company_description,website,founded_year,founded_country,headquarters_country,headquarters_city,industry,sub_industry,business_category,target_audience,customer_type,problem_solved,solution_description,technology_used,business_model,revenue_model,pricing_model,revenue_stream,geographic_market,market_size_category,market_growth_category,demand_level,competition_level,competitor_count,total_funding_usd,funding_rounds,last_funding_date,last_funding_amount_usd,major_investors,employee_count,startup_stage,latest_known_valuation_usd,startup_status,acquisition_status,acquisition_date,ipo_status,ipo_date,shutdown_date,success_indicator,success_label,outcome_reason,data_quality,source,source_url,last_verified_date,possible_duplicate_flag
LL-029467,Jazz Pharmaceuticals,,http://www.jazzpharmaceuticals.com,2003.0,United States,United States,Palo Alto,HealthTech,Biotechnology|Health Care,Health Care,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,376999998.0,3.0,2009-12-07,,,,Public (post-IPO),,ipo,Not acquired,,IPO,,,IPO,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029481,JCD,,http://www.jcd.co.jp/,1993.0,Japan,Japan,Tokyo,Other / Unspecified,,,,,,,,,,,,Japan,Unknown,Unknown,Unknown,Medium (dataset-derived),110.0,,1.0,2001-10-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029483,JD.com,,http://en.jd.com,2004.0,China,China,Beijing,E-commerce,Consumer Goods|E-Commerce|Internet|Online Shopping|Retail|Wholesale,Internet,,,,,,,,,,China,Unknown,Unknown,Unknown,Medium (dataset-derived),177.0,446000000.0,5.0,2010-01-01,,,,Public (post-IPO),,ipo,Not acquired,,IPO,,,IPO,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029500,Jelastic,,http://jelastic.com,2011.0,United States,United States,Palo Alto,SaaS,Information Technology|PaaS|Software|Web Hosting,Web Hosting,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,8067000.0,5.0,2013-08-01,,,,Growth stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029507,jellyfish,,http://www.jellyfish.com,2005.0,United States,United States,Middleton,Media & Entertainment,Social Media,Social Media,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),3740.0,5000000.0,1.0,2006-10-01,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029532,Jetabroad,,http://www.jetabroad.com.au/,2005.0,Australia,Australia,Chatswood,TravelTech,Leisure|Online Travel|Travel,,,,,,,,,,,Australia,Unknown,Unknown,Unknown,Low (dataset-derived),17.0,,1.0,2005-01-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029545,JetSmarter,,https://jetsmarter.com/,,United States,United States,Fort Lauderdale,Mobility,Aerospace|Startups|Transportation,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),502.0,26200000.0,3.0,2015-07-23,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029548,Jewel Toned,,http://shopjeweltoned.com,2014.0,United States,United States,West Hollywood,E-commerce,E-Commerce|Fashion|Lingerie,Fashion,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1654.0,785000.0,2.0,2015-03-27,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029551,JFrog,,http://www.jfrog.com,2008.0,Israel,Israel,Netanya,SaaS,Enterprise Software|Software|Web Development,Software,,,,,,,,,,Israel,Unknown,Unknown,Unknown,Medium (dataset-derived),149.0,11500000.0,3.0,2014-07-16,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029562,Jiahe,,http://datall.org,,China,China,Wuhan,SaaS,Software,Software,,,,,,,,,,China,Unknown,Unknown,Unknown,Medium (dataset-derived),199.0,10000000.0,1.0,2006-10-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029563,Jiangsu Sanhuan Industrial (Group),,http://sanhuancn.kvov.com.cn,1978.0,,,,DeepTech,Semiconductors,Semiconductors,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,4702194.0,2.0,2011-09-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029568,Jianjian,,,,China,China,,Media & Entertainment,Social Media,Social Media,,,,,,,,,,China,Unknown,Unknown,Unknown,High (dataset-derived),211.0,162364.0,1.0,2013-03-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029571,Jibber Jabber,,http://www.jibberjabber.ae,2015.0,,,,Other / Unspecified,,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,2.0,2015-07-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029582,Jiff,,http://Jiff.com,2011.0,United States,United States,Mountain View,InsurTech,Health and Insurance|Health and Wellness|Internet|iPad|Medical|Mobile|Tablets|Wearables,Health and Wellness,,,,,,,,,,United States,Unknown,Unknown,Unknown,Medium (dataset-derived),91.0,50100000.0,4.0,2015-05-21,,,,Growth stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029587,Jiglu,,http://www.jiglu.com,2003.0,United Kingdom,United Kingdom,London,MarTech,Collaboration|SEO|Software,SEO,,,,,,,,,,United Kingdom,Unknown,Unknown,Unknown,High (dataset-derived),270.0,800000.0,1.0,2007-08-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029600,Jin-Magic,,http://www.jin-magic.com/,,Japan,Japan,Tokyo,Other / Unspecified,,,,,,,,,,,,Japan,Unknown,Unknown,Unknown,Medium (dataset-derived),110.0,,1.0,2011-06-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029606,Jingle Networks,,http://jinglenetworks.com,2005.0,United States,United States,New York,MarTech,Advertising|Mobile,Advertising,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),2413.0,88651133.0,7.0,2009-12-28,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029619,JIT Solaire,,http://www.jit-solaire.com,,France,France,,CleanTech,Clean Technology,Clean Technology,,,,,,,,,,France,Unknown,Unknown,Unknown,Low (dataset-derived),22.0,3840300.0,1.0,2010-09-13,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029638,JLGOV,,http://jlgov.com/,2013.0,United States,United States,Virginia Beach,Other / Unspecified,Consulting,Consulting,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,,1.0,2014-01-27,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029644,JNJ Mobile,,http://www.jnjmobile.com,2005.0,United States,United States,Boston,Other / Unspecified,Mobile,Mobile,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,7500000.0,2.0,2010-09-23,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029665,JobCast,,http://www.jobcast.io,2015.0,United States,United States,Chicago,Other / Unspecified,,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,,1.0,2015-06-01,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029670,Joberate,,http://www.joberate.com,2014.0,United States,United States,New York,HRTech,Analytics|Human Resources,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),332.0,300000.0,1.0,2015-01-09,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029704,JobSpice,,http://www.jobspice.com,2009.0,,,,SaaS,Curated Web,Curated Web,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,,1.0,2009-06-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029722,Jobzle,,http://www.jobzle.com,2010.0,United States,United States,Providence,EdTech,All Students|Career Management|College Campuses|Colleges|Employment|Human Resources,Employment,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1231.0,30000.0,2.0,2010-06-01,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029724,Jodange,,http://www.jodange.com,2007.0,United States,United States,Yonkers,SaaS,Curated Web,Curated Web,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,1200000.0,1.0,2009-04-27,,,,Closed,,closed,Not acquired,,Not IPO'd,,,Failed / Closed,0.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029757,JolieBox,,http://joliebox.com,,United Kingdom,United Kingdom,London,E-commerce,Beauty|Discounts|E-Commerce|Internet,Internet,,,,,,,,,,United Kingdom,Unknown,Unknown,Unknown,High (dataset-derived),229.0,1428500.0,1.0,2011-09-01,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029769,Jonsson's Wood,,,2014.0,Canada,Canada,Winnipeg,Other / Unspecified,Toys,,,,,,,,,,,Canada,Unknown,Unknown,Unknown,High (dataset-derived),371.0,,1.0,2015-01-12,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029770,Joobili,,http://www.joobili.com,2008.0,Hungary,Hungary,Budapest,TravelTech,Startups|Travel,Travel,,,,,,,,,,Hungary,Unknown,Unknown,Unknown,Low (dataset-derived),4.0,80000.0,1.0,2009-01-01,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029773,Jooix,,http://www.jooix.com,2011.0,Singapore,Singapore,Singapore,E-commerce,E-Commerce,E-Commerce,,,,,,,,,,Singapore,Unknown,Unknown,Unknown,Medium (dataset-derived),39.0,500000.0,1.0,2013-03-14,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029830,Joychuang,,http://www.joychuang.cn/,,Japan,Japan,China,Other / Unspecified,Apps,,,,,,,,,,,Japan,Unknown,Unknown,Unknown,Medium (dataset-derived),110.0,2400000.0,1.0,2015-05-21,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029848,JP3 Measurement,,http://jp3measurement.com,2005.0,United States,United States,Austin,Other / Unspecified,Big Data|Gas|Natural Resources|Oil,Oil,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6495.0,3000000.0,1.0,2013-10-15,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029880,Juice Served Here,,http://juiceservedhere.com/,,United States,United States,Los Angeles,HealthTech,Consumer Goods|Fitness|Organic,,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,273001.0,1.0,2014-11-26,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029889,Jukedeck,,http://jukedeck.com/,2014.0,United Kingdom,United Kingdom,London,Media & Entertainment,Entertainment|Games|Music|Video,Entertainment,,,,,,,,,,United Kingdom,Unknown,Unknown,Unknown,High (dataset-derived),456.0,829990.0,1.0,2014-09-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029900,JuMei.com,,http://bj.jumei.com,,China,China,Beijing,E-commerce,E-Commerce,E-Commerce,,,,,,,,,,China,Unknown,Unknown,Unknown,Medium (dataset-derived),177.0,10000000.0,3.0,2012-02-01,,,,Public (post-IPO),,ipo,Not acquired,,IPO,,,IPO,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029902,Jumio,,http://www.jumio.com,2010.0,United States,United States,Palo Alto,SaaS,Software,Software,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6734.0,36713881.0,5.0,2014-04-01,,,,Growth stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029905,Jump or Fall,,http://jumporfall.com/,,Estonia,Estonia,Tallinn,Media & Entertainment,Design|Entertainment|Games|Startups,,,,,,,,,,,Estonia,Unknown,Unknown,Unknown,Low (dataset-derived),15.0,20265.0,1.0,2014-02-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029919,JumpSeat,,http://jumpseat.me,,United States,United States,Hingham,E-commerce,E-Commerce,E-Commerce,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1654.0,140000.0,1.0,2014-09-11,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029928,JUMPTHECUT,,http://jumpthecut.com,,,,,Media & Entertainment,Curated Web|Film,,,,,,,,,,,,Unknown,Unknown,Unknown,Unknown,,50000.0,1.0,2014-01-01,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase,https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029929,JumpTime,,http://www.jumptime.com,2007.0,United States,United States,Los Angeles,FinTech,Analytics|Content|Enterprise Software|Finance|FinTech|Media|Optimization|Sales and Marketing|SEO,Media,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1903.0,2250000.0,2.0,2012-06-28,,,,Acquired,,acquired,Acquired,,Not IPO'd,,,Acquired,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029938,Juneau Biosciences,,http://www.juneaubiosciences.com,2007.0,United States,United States,Salt Lake City,HealthTech,Biotechnology|Health Diagnostics,Biotechnology,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,7886000.0,5.0,2013-12-04,,,,Growth stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029939,JungleCents,,http://www.junglecents.com,2009.0,United States,United States,San Francisco,E-commerce,E-Commerce|Online Shopping,E-Commerce,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),1654.0,1500000.0,1.0,2010-10-22,,,,Seed (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029943,JUNIQE,,http://juniqe.com,2014.0,Germany,Germany,Berlin,E-commerce,Art|Curated Web|E-Commerce|Fashion|Home Decor,Art,,,,,,,,,,Germany,Unknown,Unknown,Unknown,Medium (dataset-derived),89.0,3184934.0,3.0,2014-12-01,,,,Early stage (inferred),,operating,Not acquired,,Not IPO'd,,,Active / Ongoing,,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
LL-029950,Juno Therapeutics,,http://junotherapeutics.com,2013.0,United States,United States,Seattle,HealthTech,Biotechnology|Health and Wellness|Health Care,Health Care,,,,,,,,,,United States,Unknown,Unknown,Unknown,High (dataset-derived),6881.0,1159803496.0,4.0,2015-07-14,,,,Public (post-IPO),,ipo,Not acquired,,IPO,,,IPO,1.0,Derived from Crunchbase `status` field per documented rule (see Data_Dictionary),REAL VERIFIED DATA (source dataset) + DERIVED classification fields,Kaggle: big-startup-secsees-fail-dataset-from-crunchbase + investments-crunchbase (market enrichment),https://www.kaggle.com/datasets/yanmaksi/big-startup-secsees-fail-dataset-from-crunchbase,2026-08-13,False
